Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has ontology root term,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of,term replaced by
http://purl.obolibrary.org/obo/SYMP_0000344,palpebral edema,edema of the eyelid,An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the eyelids.,false,,,http://purl.obolibrary.org/obo/SYMP_0000538,,An adema that is characterized by an abnormal excess accumulation of serous fluid in connective tissue of the eyelids.,,,edema of the eyelid,,symptoms,,,,,,,,,,SYMP:0000344,,,palpebral edema,,SYMP:0000344,,
http://purl.obolibrary.org/obo/SYMP_0000348,throat muscle paralysis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,,symptoms,,,,,,,,,,SYMP:0000348,,,throat muscle paralysis,,SYMP:0000348,,
http://purl.obolibrary.org/obo/SYMP_0000349,paraplegia,,"A paralysis that is characterized by a complete, or partial, loss of function of the lower half of the body with involvement of both legs that is usually due to injury or disease of the spinal cord in the thoracic or lumbar region.|doid/symp duplicate",false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,"A paralysis that is characterized by a complete, or partial, loss of function of the lower half of the body with involvement of both legs that is usually due to injury or disease of the spinal cord in the thoracic or lumbar region.",,,,,symptoms,,,,,,,,,,SYMP:0000349,,doid/symp duplicate,paraplegia,,SYMP:0000349,,
http://purl.obolibrary.org/obo/SYMP_0000297,hilar lymphadenitis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019155,,,,,,,symptoms,,,,,,,,,,SYMP:0000297,,,hilar lymphadenitis,,SYMP:0000297,,
http://purl.obolibrary.org/obo/SYMP_0000290,belching,eructation,Belching is a digestive system symptom involving the sudden expulsion of gas from the stomach through the mouth.,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,Belching is a digestive system symptom involving the sudden expulsion of gas from the stomach through the mouth.,,,eructation,,symptoms,,,,,,,,,,SYMP:0000290,,,belching,,SYMP:0000290,,
http://purl.obolibrary.org/obo/SYMP_0000291,gas pain,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,,,,,,symptoms,,,,,,,,,,SYMP:0000291,,,gas pain,,SYMP:0000291,,
http://purl.obolibrary.org/obo/SYMP_0000298,hoarse voice,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000559,,,,,,,symptoms,,,,,,,,,,SYMP:0000298,,,hoarse voice,,SYMP:0000298,,
http://purl.obolibrary.org/obo/SYMP_0000292,heart failure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,,,,,,symptoms,,,,,,,,,,SYMP:0000292,,,heart failure,,SYMP:0000292,,
http://purl.obolibrary.org/obo/SYMP_0000296,hepatic dysfunction,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000180,,,,,,,symptoms,,,,,,,,,,SYMP:0000296,,,hepatic dysfunction,,SYMP:0000296,,
http://purl.obolibrary.org/obo/SYMP_0000294,hemolysis,haemolysis,,false,,,http://purl.obolibrary.org/obo/SYMP_0019139,,,,,haemolysis,,symptoms,,,,,,,,,,SYMP:0000294,,,hemolysis,,SYMP:0000294,,
http://purl.obolibrary.org/obo/SYMP_0000299,hyperemia,hyperaemia|hyperemic,Hyperemia is a hemic system symptom consisting of an excess of blood in a body part as from an increased flow of blood due to vasodilation.,false,,,http://purl.obolibrary.org/obo/SYMP_0019139,,Hyperemia is a hemic system symptom consisting of an excess of blood in a body part as from an increased flow of blood due to vasodilation.,,,hyperaemia|hyperemic,,symptoms,,,,,,,,,,SYMP:0000299,,,hyperemia,,SYMP:0000299,,
http://purl.obolibrary.org/obo/SYMP_0000295,hepatic abscess,hepatic abscesses,hepatic abscess is a liver symptom characterized by a pus-filled mass in the liver that can develop from injury to the liver or an intraabdominal infection disseminated from the portal circulation.,false,,,http://purl.obolibrary.org/obo/SYMP_0000180,,hepatic abscess is a liver symptom characterized by a pus-filled mass in the liver that can develop from injury to the liver or an intraabdominal infection disseminated from the portal circulation.,,,hepatic abscesses,,symptoms,,,,,,,,,,SYMP:0000295,,,hepatic abscess,,SYMP:0000295,,
http://purl.obolibrary.org/obo/SYMP_0000293,hemiparesis,,A paralysis that is characterized by a weakness or the inability to move on one side of the body.,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,A paralysis that is characterized by a weakness or the inability to move on one side of the body.,,,,,symptoms,,,,,,,,,,SYMP:0000293,,,hemiparesis,,SYMP:0000293,,
http://purl.obolibrary.org/obo/SYMP_0000900,allergic reaction,,An immune system symptom that is characterized by sensitivities to substances called allergens.,false,,,http://purl.obolibrary.org/obo/SYMP_0019138,,An immune system symptom that is characterized by sensitivities to substances called allergens.,,,,,symptoms,,,,,,,,,,SYMP:0000900,,,allergic reaction,,SYMP:0000900,,
http://purl.obolibrary.org/obo/SYMP_0000832,neuropathic pain,,"A pain that is characterized by being experienced by cancer patients and which is caused by radiotherapy or chemotherapy damage to nerves, when cancer invades or compresses nerves, or when, during cancer treatment. This type of pain is typically described as burning, electrical, or strange feeling.",false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,"A pain that is characterized by being experienced by cancer patients and which is caused by radiotherapy or chemotherapy damage to nerves, when cancer invades or compresses nerves, or when, during cancer treatment. This type of pain is typically described as burning, electrical, or strange feeling.",,,,,symptoms,,,,,,,,,,SYMP:0000832,,,neuropathic pain,,SYMP:0000832,,
http://purl.obolibrary.org/obo/SYMP_0000833,visceral pain,,"A pain that is characterized by originating from organ tissues of the thorax, abdomen, or pelvis.  It characterizes as deep, vague, and difficult to locate pain, that radiates away from the affected organ.",false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,"A pain that is characterized by originating from organ tissues of the thorax, abdomen, or pelvis.  It characterizes as deep, vague, and difficult to locate pain, that radiates away from the affected organ.",,,,,symptoms,,,,,,,,,,SYMP:0000833,,,visceral pain,,SYMP:0000833,,
http://purl.obolibrary.org/obo/SYMP_0000839,acute pain,sudden pain,A pain that is characterized by being severe but lasting a relatively short time.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,A pain that is characterized by being severe but lasting a relatively short time.,,,sudden pain,,symptoms,,,,,,,,,,SYMP:0000839,,,acute pain,,SYMP:0000839,,
http://purl.obolibrary.org/obo/SYMP_0000835,hypoalgesia,,A sensation perception that is characterized by a diminished sensitivity to painful stimulation.,false,,,http://purl.obolibrary.org/obo/SYMP_0000892,,A sensation perception that is characterized by a diminished sensitivity to painful stimulation.,,,,,symptoms,,,,,,,,,,SYMP:0000835,,,hypoalgesia,,SYMP:0000835,,
http://purl.obolibrary.org/obo/SYMP_0000836,hyperalgesia,,A sensation perception that is characterized by an increased response to a painful stimulus.,false,,,http://purl.obolibrary.org/obo/SYMP_0000892,,A sensation perception that is characterized by an increased response to a painful stimulus.,,,,,symptoms,,,,,,,,,,SYMP:0000836,,,hyperalgesia,,SYMP:0000836,,
http://purl.obolibrary.org/obo/SYMP_0000831,nociceptive pain,,"A pain that is characterized by originating from other than the peripheral and central nervous systems, and which is caused by activation of nociceptive fibers.",false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,"A pain that is characterized by originating from other than the peripheral and central nervous systems, and which is caused by activation of nociceptive fibers.",,,,,symptoms,,,,,,,,,,SYMP:0000831,,,nociceptive pain,,SYMP:0000831,,
http://purl.obolibrary.org/obo/SYMP_0000837,chronic pain,,A pain that is characterized by ranging from mild to severe and which continues beyond the expected healing phase.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,A pain that is characterized by ranging from mild to severe and which continues beyond the expected healing phase.,,,,,symptoms,,,,,,,,,,SYMP:0000837,,,chronic pain,,SYMP:0000837,,
http://purl.obolibrary.org/obo/SYMP_0000830,phantom pain,,A pain that is characterized by a painful sensation that is perceived to originate in the amputated portion of the extremety. Patients may have localized pain that originates in the stump.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,A pain that is characterized by a painful sensation that is perceived to originate in the amputated portion of the extremety. Patients may have localized pain that originates in the stump.,,,,,symptoms,,,,,,,,,,SYMP:0000830,,,phantom pain,,SYMP:0000830,,
http://purl.obolibrary.org/obo/SYMP_0000838,breakthrough pain,,"A pain that is characterized by occurring with movement and is not controlled by a scheduled pain medication regimen, such that the pain breaks through the current regimen. This is usually referred to in the context of a short and long acting opioid, the short acting opioid being used to treat the breakthrough pain.",false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,"A pain that is characterized by occurring with movement and is not controlled by a scheduled pain medication regimen, such that the pain breaks through the current regimen. This is usually referred to in the context of a short and long acting opioid, the short acting opioid being used to treat the breakthrough pain.",,,,,symptoms,,,,,,,,,,SYMP:0000838,,,breakthrough pain,,SYMP:0000838,,
http://purl.obolibrary.org/obo/SYMP_0000834,hypoesthesia,numbness,"A sensation perception that is characterized by a reduced sense of touch or sensation, or a partial loss of sensitivity to sensory stimuli.",false,,,http://purl.obolibrary.org/obo/SYMP_0000892,,"A sensation perception that is characterized by a reduced sense of touch or sensation, or a partial loss of sensitivity to sensory stimuli.",,,numbness,,symptoms,,,,,,,,,,SYMP:0000834,,,hypoesthesia,,SYMP:0000834,,
http://purl.obolibrary.org/obo/SYMP_0000886,hyperpyrexia,,"A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).",false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,"A fever that is characterized by an extreme elevation of body temperature greater than, or equal to, 41.5 degrees Celsius (106.7 degrees Fahrenheit).",,,,,symptoms,,,,,,lschriml,2010-10-15T11:38:55Z,,,SYMP:0000886,,,hyperpyrexia,,SYMP:0000886,,
http://purl.obolibrary.org/obo/SYMP_0000889,remittent fever,,A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.,false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,A fever that is characterized by a fever where the temperature remains above normal throughout the day and fluctuates more than 1 degree Celsius in 24 hours.,,,,,symptoms,,,,,,lschriml,2010-10-15T11:42:19Z,,,SYMP:0000889,,,remittent fever,,SYMP:0000889,,
http://purl.obolibrary.org/obo/SYMP_0000881,mild fever,,A fever that is characterized by being mild in form.,false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,A fever that is characterized by being mild in form.,,,,,symptoms,,,,,,lschriml,2010-10-15T11:28:26Z,,,SYMP:0000881,,,mild fever,,SYMP:0000881,,
http://purl.obolibrary.org/obo/SYMP_0000883,very high fever,,A high fever that is characterized by extremely high temperatures.,false,,,http://purl.obolibrary.org/obo/SYMP_0000882,,A high fever that is characterized by extremely high temperatures.,,,,,symptoms,,,,,,lschriml,2010-10-15T11:28:26Z,,,SYMP:0000883,,,very high fever,,SYMP:0000883,,
http://purl.obolibrary.org/obo/SYMP_0000882,high fever,,A fever that is characterized by an elevated temperature.,false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,A fever that is characterized by an elevated temperature.,,,,,symptoms,,,,,,lschriml,2010-10-15T11:28:26Z,,,SYMP:0000882,,,high fever,,SYMP:0000882,,
http://purl.obolibrary.org/obo/SYMP_0000887,Pel-Epstein fever,,"A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.",false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,"A fever that is characterized by association with Hodgkin's lymphoma, where the fever alternates weekly from high to low.",,,,,symptoms,,,,,,lschriml,2010-10-15T11:40:07Z,,,SYMP:0000887,,,Pel-Epstein fever,,SYMP:0000887,,
http://purl.obolibrary.org/obo/SYMP_0000884,obsolete recurrent fever,,The obsolete label is a best guess based on the addition of SYMP:0000884 as an alternative ID for SYMP:0000237 in revision 637 of the Gemina project SVN repository (https://sourceforge.net/p/gemina/code/637/tree//trunk/Gemina/ontologies/gemina_symptom.obo?diff=51796e7f5fcbc979b911aaf7:636). The original class was deprecated and removed before creation of that SVN repository (< 2007-08-09).,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000884,,The obsolete label is a best guess based on the addition of SYMP:0000884 as an alternative ID for SYMP:0000237 in revision 637 of the Gemina project SVN repository (https://sourceforge.net/p/gemina/code/637/tree//trunk/Gemina/ontologies/gemina_symptom.obo?diff=51796e7f5fcbc979b911aaf7:636). The original class was deprecated and removed before creation of that SVN repository (< 2007-08-09).,obsolete recurrent fever,true,SYMP:0000884,,http://purl.obolibrary.org/obo/SYMP_0000243
http://purl.obolibrary.org/obo/SYMP_0000880,prolonged fever,,A fever that is characterized by as  persisting over a prolonged period of time.,false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,A fever that is characterized by as  persisting over a prolonged period of time.,,,,,symptoms,,,,,,lschriml,2010-10-15T11:28:26Z,,,SYMP:0000880,,,prolonged fever,,SYMP:0000880,,
http://purl.obolibrary.org/obo/SYMP_0000885,obsolete severe temperature increase,,,true,,,,,,,,,,symptoms,,,,,,lschriml,2010-10-15T11:28:26Z,,,SYMP:0000885,,,obsolete severe temperature increase,true,SYMP:0000885,,
http://purl.obolibrary.org/obo/SYMP_0000888,continuous fever,continued fever,A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.,false,,,http://purl.obolibrary.org/obo/SYMP_0000613,,A fever that is characterized by a temperature remaining above normal throughout the day and which does not fluctuate more than 1 degree Celsius in 24 hours.,,,,,symptoms,continued fever,,,,,lschriml,2010-10-15T11:42:19Z,,,SYMP:0000888,,,continuous fever,,SYMP:0000888,,
http://purl.obolibrary.org/obo/SYMP_0000192,obsolete hemiwalking,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000192,,,obsolete hemiwalking,true,SYMP:0000192,,
http://purl.obolibrary.org/obo/SYMP_0000199,spontaneous abortion,,An abortion that is characterized by the natural occurring expulsion of a nonviable fetus.,false,,,http://purl.obolibrary.org/obo/SYMP_0000197,,An abortion that is characterized by the natural occurring expulsion of a nonviable fetus.,,,,,symptoms,,,,,,,,,,SYMP:0000199,,,spontaneous abortion,,SYMP:0000199,,
http://purl.obolibrary.org/obo/SYMP_0000190,wheelbarrowing,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000189,,,,,,,symptoms,,,,,,,,,,SYMP:0000190,,,wheelbarrowing,,SYMP:0000190,,
http://purl.obolibrary.org/obo/SYMP_0000191,obsolete hemistanding,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000191,,,obsolete hemistanding,true,SYMP:0000191,,
http://purl.obolibrary.org/obo/SYMP_0000197,abortion,infectious abortion,A reproductive system symptom that is characterized by the expulsion of a fetus at any time before completion of pregnancy and is often due to infection.,false,,,http://purl.obolibrary.org/obo/SYMP_0000196,,A reproductive system symptom that is characterized by the expulsion of a fetus at any time before completion of pregnancy and is often due to infection.,,,infectious abortion,,symptoms,,,,,,,,,,SYMP:0000197,,,abortion,,SYMP:0000197,,
http://purl.obolibrary.org/obo/SYMP_0000196,reproductive system symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000462,,,,,,,symptoms,,,,,,,,,,SYMP:0000196,,,reproductive system symptom,,SYMP:0000196,,
http://purl.obolibrary.org/obo/SYMP_0000193,hopping,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000189,,,,,,,symptoms,,,,,,,,,,SYMP:0000193,,,hopping,,SYMP:0000193,,
http://purl.obolibrary.org/obo/SYMP_0000194,conscious proprioception,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000189,,,,,,,symptoms,,,,,,,,,,SYMP:0000194,,,conscious proprioception,,SYMP:0000194,,
http://purl.obolibrary.org/obo/SYMP_0000195,abnormal hemiwalking hemistanding,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000189,,,,,,,symptoms,,,,,,,,,,SYMP:0000195,,,abnormal hemiwalking hemistanding,,SYMP:0000195,,
http://purl.obolibrary.org/obo/SYMP_0000198,miscarriage,,A reproductive system symptom that is characterized by the spontaneous expulsion of a human fetus before it is viable and especially between the 12th and 28th weeks of gestation.,false,,,http://purl.obolibrary.org/obo/SYMP_0000196,,A reproductive system symptom that is characterized by the spontaneous expulsion of a human fetus before it is viable and especially between the 12th and 28th weeks of gestation.,,,,,symptoms,,,,,,,,,,SYMP:0000198,,,miscarriage,,SYMP:0000198,,
http://purl.obolibrary.org/obo/SYMP_0000058,hyperreflexia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000249,,,,,,,symptoms,,,,,,,,,,SYMP:0000058,,,hyperreflexia,,SYMP:0000058,,
http://purl.obolibrary.org/obo/SYMP_0000057,obsolete hyperplastic alveolar nodules,han,,true,,,,,,,,han,,symptoms,,,,,,,,,,SYMP:0000057,,,obsolete hyperplastic alveolar nodules,true,SYMP:0000057,,
http://purl.obolibrary.org/obo/SYMP_0000054,hypergammaglobulinemia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,,,,,,symptoms,,,,,,,,,,SYMP:0000054,,,hypergammaglobulinemia,,SYMP:0000054,,
http://purl.obolibrary.org/obo/SYMP_0000051,hydrocephalus,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000387,,,,,,,symptoms,,,,,,,,,,SYMP:0000051,,doid/symp duplicate,hydrocephalus,,SYMP:0000051,,
http://purl.obolibrary.org/obo/SYMP_0000052,obsolete hyperemic liver,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000052,,,obsolete hyperemic liver,true,SYMP:0000052,,
http://purl.obolibrary.org/obo/SYMP_0000055,obsolete hyperkeratotic plaques of surface of foot,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000055,,,obsolete hyperkeratotic plaques of surface of foot,true,SYMP:0000055,,
http://purl.obolibrary.org/obo/SYMP_0000056,hyperpigmentation,,"A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.",false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,"A skin and integumentary tissue symptom that is characterized by an excess pigmentation in a bodily part or tissue, as the skin.",,,,,symptoms,,,,,,,,,,SYMP:0000056,,,hyperpigmentation,,SYMP:0000056,,
http://purl.obolibrary.org/obo/SYMP_0000050,obsolete hunched posture,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000050,,,obsolete hunched posture,true,SYMP:0000050,,
http://purl.obolibrary.org/obo/SYMP_0000053,obsolete hyperemic spleen,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000053,,,obsolete hyperemic spleen,true,SYMP:0000053,,
http://purl.obolibrary.org/obo/SYMP_0000059,hypotension,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019139,,,,,,,symptoms,,,,,,,,,,SYMP:0000059,,,hypotension,,SYMP:0000059,,
http://purl.obolibrary.org/obo/SYMP_0000652,wound discharge,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000651,,,,,,,symptoms,,,,,,,,,,SYMP:0000652,,,wound discharge,,SYMP:0000652,,
http://purl.obolibrary.org/obo/SYMP_0000651,discharge,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,,symptoms,,,,,,,,,,SYMP:0000651,,,discharge,,SYMP:0000651,,
http://purl.obolibrary.org/obo/SYMP_0000650,thick white exudate on tongue,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000386,,,,,,,symptoms,,,,,,,,,,SYMP:0000650,,,thick white exudate on tongue,,SYMP:0000650,,
http://purl.obolibrary.org/obo/SYMP_0000659,pareses,partial paralysis,A paralysis that is charachterized by a slight or partial paralysis.,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,A paralysis that is charachterized by a slight or partial paralysis.,,,partial paralysis,,symptoms,,,,,,,,,,SYMP:0000659,,,pareses,,SYMP:0000659,,
http://purl.obolibrary.org/obo/SYMP_0000656,pale mucous membrane,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,,,,symptoms,,,,,,,,,,SYMP:0000656,,,pale mucous membrane,,SYMP:0000656,,
http://purl.obolibrary.org/obo/SYMP_0000654,irritability,Inconsolability,"A behavioral symptom that is characterized by a quick excitability to annoyance, impatience, or anger.",false,,,http://purl.obolibrary.org/obo/SYMP_0019182,,"A behavioral symptom that is characterized by a quick excitability to annoyance, impatience, or anger.",,,Inconsolability,,symptoms,,,,,,,,,,SYMP:0000654,,,irritability,,SYMP:0000654,,
http://purl.obolibrary.org/obo/SYMP_0000653,yellow dropping,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000146,,,,,,,symptoms,,,,,,,,,,SYMP:0000653,,,yellow dropping,,SYMP:0000653,,
http://purl.obolibrary.org/obo/SYMP_0000658,extraocular muscles paralysis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,,symptoms,,,,,,,,,,SYMP:0000658,,,extraocular muscles paralysis,,SYMP:0000658,,
http://purl.obolibrary.org/obo/SYMP_0000657,ischemic necrosis of jejunum,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000725,,,,,,,symptoms,,,,,,,,,,SYMP:0000657,,,ischemic necrosis of jejunum,,SYMP:0000657,,
http://purl.obolibrary.org/obo/SYMP_0000655,mouth bleeding,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000386,,,,,,,symptoms,,,,,,,,,,SYMP:0000655,,,mouth bleeding,,SYMP:0000655,,
http://purl.obolibrary.org/obo/SYMP_0000711,hind limb paralysis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,,,,,,,symptoms,,,,,,,,,,SYMP:0000711,,,hind limb paralysis,,SYMP:0000711,,
http://purl.obolibrary.org/obo/SYMP_0000714,intraretinal hemorrhage,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,,symptoms,,,,,,,,,,SYMP:0000714,,,intraretinal hemorrhage,,SYMP:0000714,,
http://purl.obolibrary.org/obo/SYMP_0000710,head pressing,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000387,,,,,,,symptoms,,,,,,,,,,SYMP:0000710,,,head pressing,,SYMP:0000710,,
http://purl.obolibrary.org/obo/SYMP_0000719,memory impairment,,"A neurological and physiological symptom that is characterized by a diminished or reduced ability to remember things such as dates and names, and increased forgetfulness.",false,,,http://purl.obolibrary.org/obo/SYMP_0000410,,"A neurological and physiological symptom that is characterized by a diminished or reduced ability to remember things such as dates and names, and increased forgetfulness.",,,,,symptoms,,,,,,,,,,SYMP:0000719,,,memory impairment,,SYMP:0000719,,
http://purl.obolibrary.org/obo/SYMP_0000713,inability to lie flat,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,,,,,,,symptoms,,,,,,,,,,SYMP:0000713,,,inability to lie flat,,SYMP:0000713,,
http://purl.obolibrary.org/obo/SYMP_0000712,infertility,,"A reproductive system symptom that is characterized the biological inability of a man or a woman to contribute to conception; or, the state of a woman who is unable to carry a pregnancy to full term.|doid/symp duplicate",false,,,http://purl.obolibrary.org/obo/SYMP_0000196,,"A reproductive system symptom that is characterized the biological inability of a man or a woman to contribute to conception; or, the state of a woman who is unable to carry a pregnancy to full term.",,,,,symptoms,,,,,,,,,,SYMP:0000712,,doid/symp duplicate,infertility,,SYMP:0000712,,
http://purl.obolibrary.org/obo/SYMP_0000715,skin desquamation,,A skin and integumentary tissue symptom that is characterized by the peeling off of skin in the form of scales.,false,,,http://purl.obolibrary.org/obo/SYMP_0020048,,A skin and integumentary tissue symptom that is characterized by the peeling off of skin in the form of scales.,,,,,symptoms,,,,,,,,,,SYMP:0000715,,,skin desquamation,,SYMP:0000715,,
http://purl.obolibrary.org/obo/SYMP_0000718,loss of consciousness,,"A neurological and physiological symptom that is characterized by a state in which an individual lacks normal awareness of self and the surrounding environment and one's ability to remain awake, aware, and oriented is impaired.",false,,,http://purl.obolibrary.org/obo/SYMP_0000410,,"A neurological and physiological symptom that is characterized by a state in which an individual lacks normal awareness of self and the surrounding environment and one's ability to remain awake, aware, and oriented is impaired.",,,,,symptoms,,,,,,,,,,SYMP:0000718,,,loss of consciousness,,SYMP:0000718,,
http://purl.obolibrary.org/obo/SYMP_0000716,swelling symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,,symptoms,,,,,,,,,,SYMP:0000716,,,swelling symptom,,SYMP:0000716,,
http://purl.obolibrary.org/obo/SYMP_0000717,leg swelling,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000716,,,,,,,symptoms,,,,,,,,,,SYMP:0000717,,,leg swelling,,SYMP:0000717,,
http://purl.obolibrary.org/obo/SYMP_0000787,periumbilic pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000787,,,periumbilic pelvic mass,,SYMP:0000787,,
http://purl.obolibrary.org/obo/SYMP_0000789,right lower quadrant pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000789,,,right lower quadrant pelvic mass,,SYMP:0000789,,
http://purl.obolibrary.org/obo/SYMP_0000780,multiple sites pelvic lump,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000773,,,,,,,symptoms,,,,,,,,,,SYMP:0000780,,,multiple sites pelvic lump,,SYMP:0000780,,
http://purl.obolibrary.org/obo/SYMP_0000786,generalized pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000786,,,generalized pelvic mass,,SYMP:0000786,,
http://purl.obolibrary.org/obo/SYMP_0000781,periumbilic pelvic lump,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000773,,,,,,,symptoms,,,,,,,,,,SYMP:0000781,,,periumbilic pelvic lump,,SYMP:0000781,,
http://purl.obolibrary.org/obo/SYMP_0000784,epigastric pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000784,,,epigastric pelvic mass,,SYMP:0000784,,
http://purl.obolibrary.org/obo/SYMP_0000785,left upper quadrant pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000785,,,left upper quadrant pelvic mass,,SYMP:0000785,,
http://purl.obolibrary.org/obo/SYMP_0000782,right upper quadrant pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000782,,,right upper quadrant pelvic mass,,SYMP:0000782,,
http://purl.obolibrary.org/obo/SYMP_0000788,multiple sites pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000788,,,multiple sites pelvic mass,,SYMP:0000788,,
http://purl.obolibrary.org/obo/SYMP_0000783,left lower quadrant pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,,symptoms,,,,,,,,,,SYMP:0000783,,,left lower quadrant pelvic mass,,SYMP:0000783,,
http://purl.obolibrary.org/obo/SYMP_0000396,mydriasis,prolonged pupil dilation|excessive pupil dilation,,false,,,http://purl.obolibrary.org/obo/SYMP_0000254,,,,,prolonged pupil dilation|excessive pupil dilation,,symptoms,,,,,,,,,,SYMP:0000396,,,mydriasis,,SYMP:0000396,,
